fund_code,fund_code_6,基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,成立日期,fund_type,inception_date,latest_scale,benchmark,management_company,custodian,subscription_status,redemption_status,management_fee,custodian_fee,sales_service_fee,investment_style,investment_target,risk_level,最高申购费率,最高赎回费率,latest_scale_yi,inception_date_fixed,fund_type_fixed
19830,19830,华夏数字产业混合型证券投资基金,华夏数字产业混合C,019830（前端）基金类型混合型-偏股,混合型-偏股,2024年03月01日,2024年03月25日 / 4.111亿份,43.38亿元（截止至：2026年06月30日）份额规模7.992亿份（截止至：2026年06月30日）,7.992亿份（截止至：2026年06月30日）,华夏基金,工商银行,施知序,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的,2024-03-25,混合型-偏股,2024-03-25,,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,华夏基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,4.111,2024-03-25,混合型-偏股
19925,19925,华宝竞争优势混合型证券投资基金,华宝竞争优势混合C,019925（前端）基金类型混合型-偏股,混合型-偏股,2020年11月23日,2023年11月03日 / --,1.96亿元（截止至：2026年06月30日）份额规模0.9794亿份（截止至：2026年06月30日）,0.9794亿份（截止至：2026年06月30日）,华宝基金,中国银行,夏林锋,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,---（前端）,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,该基金无跟踪标的,2023-11-03,混合型-偏股,2023-11-03,,中证800指数收益率*65%+中证综合债指数收益率*30%+恒生指数收益率*5%,华宝基金,中国银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,1.96,2023-11-03,混合型-偏股
20018,20018,国泰金鹿混合型证券投资基金,国泰金鹿混合,020018（前端）基金类型混合型-偏股,混合型-偏股,2008年05月06日,2008年06月12日 / 31.869亿份,8.64亿元（截止至：2026年06月30日）份额规模1.8109亿份（截止至：2026年06月30日）,1.8109亿份（截止至：2026年06月30日）,国泰基金,中国银行,赵大震,每份累计0.52元（9次）,1.20%（每年）,0.20%（每年）,---（每年）,1.00%（前端）,沪深300指数收益率×80%+中债综合指数收益率×20%,该基金无跟踪标的,2008-06-12,混合型-偏股,2008-06-12,,沪深300指数收益率×80%+中债综合指数收益率×20%,国泰基金,中国银行,,,1.20%（每年）,0.20%（每年）,---（每年）,,,,,,31.869,2008-06-12,混合型-偏股
20469,20469,长城半导体产业混合型发起式证券投资基金,长城半导体混合发起式A,020469（前端）基金类型混合型-偏股,混合型-偏股,2024年02月01日,2024年02月27日 / 0.498亿份,3.72亿元（截止至：2026年06月30日）份额规模0.7686亿份（截止至：2026年06月30日）,0.7686亿份（截止至：2026年06月30日）,长城基金,建设银行,杨维维,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数收益率(人民币)*10%+中债综合财富指数收益率*20%,该基金无跟踪标的,2024-02-27,混合型-偏股,2024-02-27,,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数收益率(人民币)*10%+中债综合财富指数收益率*20%,长城基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.498,2024-02-27,混合型-偏股
20470,20470,长城半导体产业混合型发起式证券投资基金,长城半导体混合发起式C,020470（前端）基金类型混合型-偏股,混合型-偏股,2024年02月01日,2024年02月27日 / 0.498亿份,16.45亿元（截止至：2026年06月30日）份额规模3.4502亿份（截止至：2026年06月30日）,3.4502亿份（截止至：2026年06月30日）,长城基金,建设银行,杨维维,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数收益率(人民币)*10%+中债综合财富指数收益率*20%,该基金无跟踪标的,2024-02-27,混合型-偏股,2024-02-27,,中证全指半导体产品与设备指数收益率*70%+中证港股通综合指数收益率(人民币)*10%+中债综合财富指数收益率*20%,长城基金,建设银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,0.498,2024-02-27,混合型-偏股
21179,21179,易方达产业机遇混合型证券投资基金,易方达产业机遇混合A,021179（前端）基金类型混合型-偏股,混合型-偏股,2024年08月12日,2024年08月28日 / 2.668亿份,1.65亿元（截止至：2026年06月30日）份额规模0.5044亿份（截止至：2026年06月30日）,0.5044亿份（截止至：2026年06月30日）,易方达基金,中信银行,杨宗昌,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2024-08-28,混合型-偏股,2024-08-28,,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,易方达基金,中信银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.668,2024-08-28,混合型-偏股
21180,21180,易方达产业机遇混合型证券投资基金,易方达产业机遇混合C,021180（前端）基金类型混合型-偏股,混合型-偏股,2024年08月12日,2024年08月28日 / 2.668亿份,4.41亿元（截止至：2026年06月30日）份额规模1.3621亿份（截止至：2026年06月30日）,1.3621亿份（截止至：2026年06月30日）,易方达基金,中信银行,杨宗昌,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%（前端）,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,该基金无跟踪标的,2024-08-28,混合型-偏股,2024-08-28,,中证800指数收益率*70%+中证港股通综合指数(人民币)收益率*15%+中债-总全价(总值)指数收益率*15%,易方达基金,中信银行,,,1.20%（每年）,0.20%（每年）,0.50%（每年）,,,,0.00%（前端）,1.50%（前端）,2.668,2024-08-28,混合型-偏股
21382,21382,博时科技驱动混合型证券投资基金,博时科技驱动混合A,021382（前端）基金类型混合型-偏股,混合型-偏股,2024年05月10日,2024年06月12日 / 2.081亿份,0.55亿元（截止至：2026年06月30日）份额规模0.1317亿份（截止至：2026年06月30日）,0.1317亿份（截止至：2026年06月30日）,博时基金,农业银行,齐宁,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中国战略新兴产业成份指数收益率*70%+中证港股通科技指数(人民币)收益率*10%+中债-国债总财富(1-3年)指数收益率*15%+活期存款基准利率*5%,该基金无跟踪标的,2024-06-12,混合型-偏股,2024-06-12,,中国战略新兴产业成份指数收益率*70%+中证港股通科技指数(人民币)收益率*10%+中债-国债总财富(1-3年)指数收益率*15%+活期存款基准利率*5%,博时基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,2.081,2024-06-12,混合型-偏股
21383,21383,博时科技驱动混合型证券投资基金,博时科技驱动混合C,021383（前端）基金类型混合型-偏股,混合型-偏股,2024年05月10日,2024年06月12日 / 2.081亿份,3.46亿元（截止至：2026年06月30日）份额规模0.8347亿份（截止至：2026年06月30日）,0.8347亿份（截止至：2026年06月30日）,博时基金,农业银行,齐宁,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%（前端）,中国战略新兴产业成份指数收益率*70%+中证港股通科技指数(人民币)收益率*10%+中债-国债总财富(1-3年)指数收益率*15%+活期存款基准利率*5%,该基金无跟踪标的,2024-06-12,混合型-偏股,2024-06-12,,中国战略新兴产业成份指数收益率*70%+中证港股通科技指数(人民币)收益率*10%+中债-国债总财富(1-3年)指数收益率*15%+活期存款基准利率*5%,博时基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.60%（每年）,,,,0.00%（前端）,1.50%（前端）,2.081,2024-06-12,混合型-偏股
21510,21510,宏利半导体产业混合型发起式证券投资基金,宏利半导体产业混合发起A,021510（前端）基金类型混合型-偏股,混合型-偏股,2024年07月15日,2024年07月23日 / 0.103亿份,0.59亿元（截止至：2026年06月30日）份额规模0.168亿份（截止至：2026年06月30日）,0.168亿份（截止至：2026年06月30日）,宏利基金,兴业银行,崔梦阳,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,该基金无跟踪标的,2024-07-23,混合型-偏股,2024-07-23,,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,宏利基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.103,2024-07-23,混合型-偏股
21511,21511,宏利半导体产业混合型发起式证券投资基金,宏利半导体产业混合发起C,021511（前端）基金类型混合型-偏股,混合型-偏股,2024年07月15日,2024年07月23日 / 0.103亿份,8.48亿元（截止至：2026年06月30日）份额规模2.4346亿份（截止至：2026年06月30日）,2.4346亿份（截止至：2026年06月30日）,宏利基金,兴业银行,崔梦阳,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.30%（每年）,0.00%（前端）,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,该基金无跟踪标的,2024-07-23,混合型-偏股,2024-07-23,,中证全指半导体产品与设备指数收益率*80%+中债综合财富(总值)指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,宏利基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.30%（每年）,,,,0.00%（前端）,1.50%（前端）,0.103,2024-07-23,混合型-偏股
21523,21523,财通价值动量混合型证券投资基金,财通价值动量混合C,021523（前端）基金类型混合型-灵活,混合型-灵活,2015年06月11日,2024年05月28日 / --,41.62亿元（截止至：2026年06月30日）份额规模8.5475亿份（截止至：2026年06月30日）,8.5475亿份（截止至：2026年06月30日）,财通基金,工商银行,金梓才,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,---（前端）,沪深300指数收益率*60%+上证国债指数收益率*40%,该基金无跟踪标的,2024-05-28,混合型-灵活,2024-05-28,,沪深300指数收益率*60%+上证国债指数收益率*40%,财通基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,41.62,2024-05-28,混合型-灵活
21528,21528,财通成长优选混合型证券投资基金,财通成长优选混合C,021528（前端）基金类型混合型-灵活,混合型-灵活,2015年06月11日,2024年05月28日 / --,145.41亿元（截止至：2026年06月30日）份额规模25.5172亿份（截止至：2026年06月30日）,25.5172亿份（截止至：2026年06月30日）,财通基金,工商银行,金梓才,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,---（前端）,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的,2024-05-28,混合型-灵活,2024-05-28,,沪深300指数收益率*55%+上证国债指数收益率*45%,财通基金,工商银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,145.41,2024-05-28,混合型-灵活
21593,21593,上银数字经济混合型发起式证券投资基金,上银数字经济混合发起式A,021593（前端）基金类型混合型-偏股,混合型-偏股,2024年07月15日,2024年08月06日 / 0.223亿份,0.74亿元（截止至：2026年06月30日）份额规模0.2207亿份（截止至：2026年06月30日）,0.2207亿份（截止至：2026年06月30日）,上银基金,兴业银行,赵治烨、惠军,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证数字经济主题指数收益率*70%+中证港股通综合指数收益率*10%+中证综合债券指数收益率*20%,该基金无跟踪标的,2024-08-06,混合型-偏股,2024-08-06,,中证数字经济主题指数收益率*70%+中证港股通综合指数收益率*10%+中证综合债券指数收益率*20%,上银基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.223,2024-08-06,混合型-偏股
21594,21594,上银数字经济混合型发起式证券投资基金,上银数字经济混合发起式C,021594（前端）基金类型混合型-偏股,混合型-偏股,2024年07月15日,2024年08月06日 / 0.223亿份,4.36亿元（截止至：2026年06月30日）份额规模1.3157亿份（截止至：2026年06月30日）,1.3157亿份（截止至：2026年06月30日）,上银基金,兴业银行,赵治烨、惠军,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%（前端）,中证数字经济主题指数收益率*70%+中证港股通综合指数收益率*10%+中证综合债券指数收益率*20%,该基金无跟踪标的,2024-08-06,混合型-偏股,2024-08-06,,中证数字经济主题指数收益率*70%+中证港股通综合指数收益率*10%+中证综合债券指数收益率*20%,上银基金,兴业银行,,,1.20%（每年）,0.20%（每年）,0.40%（每年）,,,,0.00%（前端）,1.50%（前端）,0.223,2024-08-06,混合型-偏股
21626,21626,华富半导体产业混合型发起式证券投资基金,华富半导体产业混合发起式A,021626（前端）基金类型混合型-偏股,混合型-偏股,2024年11月13日,2024年11月22日 / 0.160亿份,0.71亿元（截止至：2026年06月30日）份额规模0.2103亿份（截止至：2026年06月30日）,0.2103亿份（截止至：2026年06月30日）,华富基金,农业银行,王羿伟,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）天天基金优惠费率：0.12%（前端）,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*5%,该基金无跟踪标的,2024-11-22,混合型-偏股,2024-11-22,,中证全指半导体产品与设备指数收益率*90%+恒生指数收益率(使用估值汇率调整)*5%+中债综合指数(全价)收益率*5%,华富基金,农业银行,,,1.20%（每年）,0.20%（每年）,0.00%（每年）,,,,,,0.16,2024-11-22,混合型-偏股
